Organization/Person Name,Organization/Person Name URL,Investor Type,Number of Investments,Number of Exits,Location,Investment Stage,Description,Regions,Founded Date,Founded Date Precision,Website,LinkedIn,Number of Portfolio Organizations,Number of Lead Investments,Number of Exits (IPO)
Beyond Capital,https://www.crunchbase.com/organization/beyond-capital-ba3c,"Angel Group, Micro VC, Syndicate",44,1,"London, England, United Kingdom","Early Stage Venture, Seed",We invest in Pre-Seed to Series A and our platform connects companies with LPs & Founders to fulfil requests,"Europe, Middle East, and Africa (EMEA)",2021-01-01,year,https://www.joinbeyond.co/fund,https://www.linkedin.com/company/joinbeyondcap/,43,,
Chivas Venture,https://www.crunchbase.com/organization/chivas-brothers-ltd,Accelerator,44,,"London, England, United Kingdom",Seed,The Chivas Venture is a venture capital firm.,"Europe, Middle East, and Africa (EMEA)",2014-01-01,year,https://www.chivas.com/the-venture,https://www.linkedin.com/company/the-venture,44,43,
Insurtech Gateway,https://www.crunchbase.com/organization/insurtech-gateway,"Angel Group, Incubator, Venture Capital",43,2,"London, England, United Kingdom","Early Stage Venture, Seed, Venture",Insurtech Gateway is an insurtech investor and also an FCA-authorized insurance broker.,"Europe, Middle East, and Africa (EMEA)",2016-01-01,year,http://www.insurtechgateway.com,https://www.linkedin.com/company/insurtech-gateway/,26,22,
Gresham House Ventures,https://www.crunchbase.com/organization/gresham-house-ventures,"Micro VC, Private Equity Firm, Venture Capital",43,2,"London, England, United Kingdom","Debt, Early Stage Venture, Late Stage Venture, Private Equity, Seed, Venture",Gresham House Ventures is a growth equity investor and has made over 100 investments into growth businesses over 12+ years,"Europe, Middle East, and Africa (EMEA)",2018-01-01,year,https://greshamhouseventures.com,https://in.linkedin.com/company/gresham-house-ventures,32,34,
Cambridge Capital Group,https://www.crunchbase.com/organization/cambridge-capital-group,Angel Group,43,9,"Cambridge, Cambridgeshire, United Kingdom","Early Stage Venture, Late Stage Venture, Seed",Cambridge Capital Group is a business angel group of investors and private venture funds that invest in high technology businesses.,"Europe, Middle East, and Africa (EMEA)",2000-01-01,year,http://www.cambridgecapitalgroup.co.uk,https://www.linkedin.com/company/1048419/,29,4,1
Carbon13,https://www.crunchbase.com/organization/carbon13,"Accelerator, Venture Capital",42,,"Cambridge, Cambridgeshire, United Kingdom",Seed,Carbon13 is the venture builder for the climate-emergency,"Europe, Middle East, and Africa (EMEA)",2020-01-01,year,https://carbonthirteen.com/,https://www.linkedin.com/company/carbon13/,39,25,
Btomorrow Ventures,https://www.crunchbase.com/organization/btomorrow-ventures,"Accelerator, Corporate Venture Capital, Venture Capital",41,2,"London, England, United Kingdom","Early Stage Venture, Late Stage Venture, Seed, Venture",Btomorrow Ventures is a venture capital company.,"Europe, Middle East, and Africa (EMEA)",2020-01-01,year,https://www.btomorrowv.com,https://www.linkedin.com/company/btomorrow-ventures,22,30,
Creative UK,https://www.crunchbase.com/organization/creative-uk,"Entrepreneurship Program, Venture Capital",41,3,"Bristol, Bristol, City of, United Kingdom","Debt, Early Stage Venture, Non Equity Assistance, Seed, Venture","Creative UK connects, invests, supports, and champions creative projects.","Europe, Middle East, and Africa (EMEA)",2011-01-01,year,https://www.wearecreative.uk,https://www.linkedin.com/company/creativeukgroup,39,29,
NPIF–Mercia Debt Finance,https://www.crunchbase.com/organization/npif-mercia-debt-finance,Venture Debt,41,1,"Henley In Arden, Warwickshire, United Kingdom",,NPIF–Mercia Debt Finance is designed for SMEs that can demonstrate growth potential.,"Europe, Middle East, and Africa (EMEA)",2014-01-01,year,https://www.mercia.co.uk/about-us/funds-we-manage/npif-debt-finance/,,39,38,
GSMA Ecosystem Accelerator,https://www.crunchbase.com/organization/gsma-ecosystem-accelerator,"Accelerator, Entrepreneurship Program",41,3,"London, England, United Kingdom",Non Equity Assistance,GSMA Ecosystem Accelerator builds synergies between start-ups and mobile operators to scale mobile services in emerging markets.,"Europe, Middle East, and Africa (EMEA)",2007-01-01,year,https://www.gsma.com/mobilefordevelopment/programmes/ecosystem-accelerator,https://www.linkedin.com/groups/4476906/profile,39,37,1
Permira Credit,https://www.crunchbase.com/organization/permira-debt-managers,Venture Debt,40,29,"London, England, United Kingdom",Debt,"Permira Credit is one of Europe’s leading specialist credit investors, supporting businesses with flexible financing solutions.","Europe, Middle East, and Africa (EMEA)",2007-01-01,year,https://www.permira.com/investing/credit,https://www.linkedin.com/company/permira-debt-managers,39,33,3
Tech Nation Fintech,https://www.crunchbase.com/organization/tech-nation-fintech,Accelerator,40,6,"London, England, United Kingdom","Seed, Venture",Tech Nation Fintech is helping UK fintech startups scale.,"Europe, Middle East, and Africa (EMEA)",2010-01-01,year,https://technation.io/programmes/fintech/,https://www.linkedin.com/company/technationhq/,40,24,
Endeavour Ventures,https://www.crunchbase.com/organization/endeavour-ventures,"Angel Group, Corporate Venture Capital, Venture Capital",39,7,"London, England, United Kingdom","Early Stage Venture, Seed, Venture",Endeavour is a specialist venture capital organisation which attracts an enviable flow of interesting scalable companies.,"Europe, Middle East, and Africa (EMEA)",2004-09-28,day,http://www.endven.com,https://www.linkedin.com/company/endeavour-ventures-ltd/?viewAsMember=true,28,4,2
Aerospace Xelerated,https://www.crunchbase.com/organization/ati-boeing-accelerator,"Accelerator, Corporate Venture Capital",39,,"London, England, United Kingdom","Convertible Note, Early Stage Venture, Seed, Venture",Aerospace Xelerated is The Boeing Company's 3-month accelerator for software startups that can move the aerospace industry forward.,"Europe, Middle East, and Africa (EMEA)",2019-01-01,year,https://xelerated.aero,https://www.linkedin.com/company/aeroxelerated/,38,1,
Breed Reply,https://www.crunchbase.com/organization/breedreply,"Accelerator, Corporate Venture Capital, Incubator",38,4,"London, England, United Kingdom","Early Stage Venture, Seed",Breed Reply is Europe's active operational investors for early-stage companies delivering 'internet of things' solutions.,"Europe, Middle East, and Africa (EMEA)",2014-06-06,day,https://www.reply.com/breed-reply/en/,https://www.linkedin.com/company/breed-reply,22,19,
Nesta Impact Investments,https://www.crunchbase.com/organization/nesta-impactinvestments,Micro VC,38,3,"London, England, United Kingdom",Early Stage Venture,"Nesta Impact Investments are investing in start-up and early stage technology, education and media companies.","Europe, Middle East, and Africa (EMEA)",2012-11-01,day,https://nestainvestments.org.uk,https://www.linkedin.com/company/nesta-investment-management-llp,24,12,
AXM Venture Capital,https://www.crunchbase.com/organization/axm-venture-capital,Micro VC,37,7,"London, England, United Kingdom","Private Equity, Seed","AXM Venture Capital isa venture capital firm focused on seed, startup, and early-stage companies.","Europe, Middle East, and Africa (EMEA)",2004-01-01,year,http://www.axmvc.co.uk,,32,10,1
Springboard,https://www.crunchbase.com/organization/springboard,Accelerator,36,5,"Cambridge, Cambridgeshire, United Kingdom",Seed,Springboard is a training company for businesses that combines investment capital with a mentor-led accelerator program.,"Europe, Middle East, and Africa (EMEA)",2009-07-06,day,,,33,2,1
Fund Twenty8,https://www.crunchbase.com/organization/fund-twenty8,Micro VC,35,,"Cambridge, Cambridgeshire, United Kingdom","Early Stage Venture, Private Equity, Seed",Fund Twenty8 offers investors access to a diversified portfolio with at least 28 investments per fund and across multiple sectors.,"Europe, Middle East, and Africa (EMEA)",2015-02-01,month,https://www.syndicateroom.com/fund-twenty8,https://www.linkedin.com/company/fund-twenty8,34,1,
Rising Stars,https://www.crunchbase.com/organization/rising-stars-b9cb,Startup Competition,35,2,"London, England, United Kingdom",Early Stage Venture,"Rising Stars is a competition for innovative, early-stage tech startups.","Europe, Middle East, and Africa (EMEA)",2014-01-01,year,https://technation.io/programmes/rising-stars/,https://www.linkedin.com/company/technationhq/,34,4,
Daedalus Angel Syndicate,https://www.crunchbase.com/organization/daedalus-angel-syndicate,Angel Group,34,,"London, England, United Kingdom","Early Stage Venture, Seed",Daedalus Angel Syndicate is a blockchain-focused angel collective.,"Europe, Middle East, and Africa (EMEA)",2019-01-01,year,https://www.daedalus.gg/,https://www.linkedin.com/company/daedalus-angels,33,,
Beechbrook Capital,https://www.crunchbase.com/organization/beechbrook-capital,Venture Debt,34,20,"London, England, United Kingdom",Debt,Beechbrook Capital provides mezzanine finance and equity co-investments to support buy-outs of businesses by private equity.,"Europe, Middle East, and Africa (EMEA)",2008-01-01,year,http://www.beechbrookcapital.com/,https://www.linkedin.com/company/beechbrook-capital,33,29,2
EY Startup Academy,https://www.crunchbase.com/organization/ey-start-up-academy,"Accelerator, Entrepreneurship Program",34,1,"London, England, United Kingdom",Early Stage Venture,EY Startup Academy is a program that supports startups in the early stage to be ready for securing the needed financing.,"Europe, Middle East, and Africa (EMEA)",1989-01-01,year,https://startup.ey.com/en/academy/how-far-can-you-go-2,https://www.linkedin.com/company/ernstandyoung,34,,
Shawbrook Bank,https://www.crunchbase.com/organization/shawbrook-bank,Venture Debt,33,9,"Brentwood, Essex, United Kingdom","Debt, Early Stage Venture, Post-Ipo, Private Equity, Venture",Shawbrook Bank is a provider of financial services including savings and loans in the UK.,"Europe, Middle East, and Africa (EMEA)",2011-01-01,year,https://www.shawbrook.co.uk,https://www.linkedin.com/company/shawbrook-bank/,30,21,2
10x Value Partners,https://www.crunchbase.com/organization/10x-value-partners,Micro VC,33,6,"London, England, United Kingdom","Early Stage Venture, Seed",10x Value Partners is one of the world's best early stage investment firms based on blended IRR.,"Europe, Middle East, and Africa (EMEA)",2018-01-01,year,http://10xvaluepartners.com/,https://www.linkedin.com/company/10xvaluepartners/about/,33,3,
Scottish National Investment Bank,https://www.crunchbase.com/organization/scottish-national-investment-bank,"Investment Bank, Private Equity Firm, Venture Debt",33,2,"Edinburgh, Edinburgh, City of, United Kingdom","Debt, Private Equity",Scottish National Investment Bank invests and provides financial assistance to various business projects and communities.,"Europe, Middle East, and Africa (EMEA)",2020-01-01,year,https://www.thebank.scot,https://www.linkedin.com/company/scottish-national-investment-bank,26,25,
Britbots,https://www.crunchbase.com/organization/high-growth-robotics,Micro VC,33,,"London, England, United Kingdom","Early Stage Venture, Seed","Britbots an early-stage venture fund based in London, investing in in robotics, ai and other automative technologies.","Europe, Middle East, and Africa (EMEA)",2016-01-01,year,http://www.britbots.com/,https://www.linkedin.com/company/17903228/,29,7,
EC1 Capital,https://www.crunchbase.com/organization/ec1-capital-ltd,Micro VC,33,6,"Crawley, West Sussex, United Kingdom","Early Stage Venture, Seed","EC1 Capital is a technology investment fund that offers seed, post seed, and Series A participation in web and mobile startups.","Europe, Middle East, and Africa (EMEA)",2012-02-09,day,http://www.ec1capital.com,http://www.linkedin.com/company/2452143,25,16,
BP,https://www.crunchbase.com/organization/bp-3,"Angel Group, Fund Of Funds, Government Office, Investment Bank, Pension Funds",32,8,"London, England, United Kingdom","Debt, Post-Ipo, Private Equity, Secondary Market, Seed","BP is an energy company providing oil, gas, and renewable energy solutions, alongside refining, trading, and shipping services worldwide.","Europe, Middle East, and Africa (EMEA)",1909-01-28,day,https://www.bp.com,https://www.linkedin.com/company/bp,30,12,
L Marks,https://www.crunchbase.com/organization/l-marks,"Accelerator, Micro VC",32,5,"London, England, United Kingdom","Early Stage Venture, Seed","L Marks supports large organisations to identify, validate, and implement innovative solutions and products","Europe, Middle East, and Africa (EMEA)",2014-01-01,year,https://lmarks.com,https://www.linkedin.com/company/l-marks,30,11,
