Organization/Person Name,Organization/Person Name URL,Investor Type,Number of Investments,Number of Exits,Location,Investment Stage,Description,Regions,Founded Date,Founded Date Precision,Website,LinkedIn,Number of Portfolio Organizations,Number of Lead Investments,Number of Exits (IPO)
HANSAINVEST Real Assets,https://www.crunchbase.com/organization/hansainvest-real-assets,Private Equity Firm,2,1,"Hamburg, Hamburg, Germany",Debt,HANSAINVEST Real Assets provides investment solutions for real estate and infrastructure for institutional investors.,"European Union (EU), Europe, Middle East, and Africa (EMEA)",2017-01-01,year,https://www.hansainvest-real.com,https://www.linkedin.com/company/hansainvest-real,1,2,
PS Capital,https://www.crunchbase.com/organization/ps-capital,"Family Investment Office, Private Equity Firm",2,,"Düsseldorf, Nordrhein-Westfalen, Germany","Early Stage Venture, Late Stage Venture",PS Capital is a unit of the family office of Peer M. Schatz.,"European Union (EU), Europe, Middle East, and Africa (EMEA)",2017-01-01,year,https://ps-capital.com/,https://www.linkedin.com/company/ps-capital/,1,1,
INTRO Retail & Media,https://www.crunchbase.com/organization/intro-retail-media,Family Investment Office,2,,"Reichenschwand, Bayern, Germany","Early Stage Venture, Seed",INTRO Retail & Media is a company that specializes in equity-equivalent funding services.,"European Union (EU), Europe, Middle East, and Africa (EMEA)",2007-01-01,year,https://introverwaltung.de/,,2,1,
Monaco Asset Management,https://www.crunchbase.com/organization/monaco-asset-management,Private Equity Firm,2,,"Monaco, Bayern, Germany",,Monaco Asset Management specializes in advisory asset management services.,"European Union (EU), Europe, Middle East, and Africa (EMEA)",1999-01-01,year,https://www.monacoasset.com,https://www.linkedin.com/company/monaco-asset-management,2,,
CornerstoneCapital,https://www.crunchbase.com/organization/cornerstonecapital-verwaltungs-ag,Private Equity Firm,2,2,"Frankfurt, Hessen, Germany",,CornerstoneCapital is a private equity investor located in Frankfurt that has aligned its investments towards small and mid-sized.,"European Union (EU), Europe, Middle East, and Africa (EMEA)",2001-01-01,year,http://www.cornerstonecapital.de,https://www.linkedin.com/company/cornerstonecapital-verwaltungs-ag/about/,2,2,
Marondo Capital,https://www.crunchbase.com/organization/marondo-capital,"Private Equity Firm, Venture Capital",2,,"Munich, Bayern, Germany","Late Stage Venture, Private Equity",Marondo Capital is an investment firm Providing Equity To Exceptional Growth Companies.,"European Union (EU), Europe, Middle East, and Africa (EMEA)",2016-01-01,year,https://www.marondo.com/,https://www.linkedin.com/company/marondo-capital-gmbh/,2,1,
Clearway Capital,https://www.crunchbase.com/organization/clearway-capital,Private Equity Firm,2,2,"Frankfurt, Hessen, Germany","Post-Ipo, Private Equity",Clearway Capital is an investment firm.,"European Union (EU), Europe, Middle East, and Africa (EMEA)",2022-01-01,year,https://clearwaycp.com,https://www.linkedin.com/company/clearway-capital-solutions/?originalSubdomain=au,2,2,2
NEW KRAFTWERK Technology,https://www.crunchbase.com/organization/new-kraftwerk-technology-ag,Family Investment Office,2,,"Kranichfeld, Thuringen, Germany",Venture,NEW KRAFTWERK Technology AG operates as a family office.,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,,1,1,
Kasa Brandt,https://www.crunchbase.com/organization/kasa-brandt,Family Investment Office,2,,"Hamburg, Hamburg, Germany",,Family Office,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,,1,,
Blockarm Capital,https://www.crunchbase.com/organization/blockarm-capital,"Micro VC, Venture Capital",2,,"Hamburg, Hamburg, Germany","Early Stage Venture, Seed",Blockarm is an investment fund focused on blockchain technologies and crypto assets.,"European Union (EU), Europe, Middle East, and Africa (EMEA)",2021-08-31,day,https://www.blockarm.capital/,https://www.linkedin.com/company/blockarm-capital,1,,
Omnis Mundi,https://www.crunchbase.com/organization/omnis-mundi,Micro VC,2,,"Frankfurt, Hessen, Germany",Seed,Omnis Mundi Invest AG was created by entrepreneurs for entrepreneurs. Their aim is to turn promising ideas and concepts into successful,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,http://www.omnismundi.com,,2,,
Hypergrowth Ventures,https://www.crunchbase.com/organization/hypergrowth-ventures,Micro VC,2,1,"Berlin, Berlin, Germany","Seed, Venture",Hypergrowth Ventures Llc is an micro-VC investing in start-ups in the field of longevity and others.,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/company/hypergrowth-ventures-gmbh/,2,,
Up2B Accelerator,https://www.crunchbase.com/organization/up2b-accelerator,"Accelerator, Entrepreneurship Program",2,,"Heidelberg, Baden-Wurttemberg, Germany","Early Stage Venture, Grant, Non Equity Assistance",Up2B Accelerator offer tools and feedback for entrepreneurs.,"European Union (EU), Europe, Middle East, and Africa (EMEA)",2017-01-01,year,https://up2b.io/,https://www.linkedin.com/company/up2b-accelerator/,2,2,
LIOS Ventures,https://www.crunchbase.com/organization/lios-ventures,"Private Equity Firm, Venture Capital",2,,"Munich, Bayern, Germany",Late Stage Venture,LIOS Ventures is a venture capital and private equity firm.,"European Union (EU), Europe, Middle East, and Africa (EMEA)",2020-01-01,year,https://lios.vc/,https://www.linkedin.com/company/lios-ventures/,1,,
U VENTURES,https://www.crunchbase.com/organization/u-ventures-52b7,Corporate Venture Capital,2,,"Iserlohn, Nordrhein-Westfalen, Germany",,"U VENTURES is a part of LOBBE group of companies that promotes innovative business models, corporate ventures and digital transformation.","European Union (EU), Europe, Middle East, and Africa (EMEA)",2018-01-01,year,https://u-ventures.de/,https://www.linkedin.com/company/uventures/,2,1,
Startup Angels Alb-Bodensee,https://www.crunchbase.com/organization/startup-angels-586f,Angel Group,2,1,"Albstadt, Baden-Wurttemberg, Germany","Early Stage Venture, Seed","We invest in cross-industry technologies, game-changing ideas and real teams.","European Union (EU), Europe, Middle East, and Africa (EMEA)",2017-01-01,year,https://startupangels.de,https://www.linkedin.com/company/startup-angels-alb-bodensee-e-v,2,1,
Clover Venture,https://www.crunchbase.com/organization/clover-venture,Angel Group,2,,"Starnberg, Bayern, Germany",Seed,Clover Venture is a venture capital firm that provides services for web technologies.,"European Union (EU), Europe, Middle East, and Africa (EMEA)",2010-01-01,year,http://www.cloverventure.de/,https://www.linkedin.com/company/clover-venture-gmbh/,2,,
Envestor,https://www.crunchbase.com/organization/envestor,Investment Bank,2,,"Frankfurt, Hessen, Germany","Debt, Venture",Envestor is an investment bank firm.,"European Union (EU), Europe, Middle East, and Africa (EMEA)",2018-01-01,year,https://envestor.de,https://www.linkedin.com/company/envestmentservices/,2,,
Andreas Schmid Lab,https://www.crunchbase.com/organization/andreas-schmid-lab,Corporate Venture Capital,2,,"Gersthofen, Bayern, Germany","Early Stage Venture, Seed",Andreas Schmid Lab is a corporate venture capital firm investing in pre-seed and seed-stage companies.,"European Union (EU), Europe, Middle East, and Africa (EMEA)",2018-10-23,day,https://lab.andreas-schmid.de/en/,https://www.linkedin.com/company/andreas-schmid-lab,2,,
Wintershall Dea Technology Ventures GmbH,https://www.crunchbase.com/organization/wintershall-dea-technology-ventures-gmbh,Corporate Venture Capital,2,,"Kassel, Hessen, Germany",Early Stage Venture,Corporate Venture Capital,"European Union (EU), Europe, Middle East, and Africa (EMEA)",2019-01-01,year,https://wintershalldea.com/en/venture-capital,,2,,
Milestone Venture Capital,https://www.crunchbase.com/organization/milestone-venture-capital,"Private Equity Firm, Venture Capital",2,1,"Hösbach, Bayern, Germany",Seed,Milestone Capital Advisors is a privately held alternative investment advisory firm in India.,"European Union (EU), Europe, Middle East, and Africa (EMEA)",2010-01-01,year,https://www.milestone-vc.com,https://www.linkedin.com/company/milestone-venture-capital-gmbh/,2,,1
Make-IT Accelerator,https://www.crunchbase.com/organization/make-it-accelerator,Accelerator,2,,"Eschborn, Hessen, Germany",,Make-IT Accelerator is a non-profit accelerator program that supports tech start-ups in East and West Africa,"European Union (EU), Europe, Middle East, and Africa (EMEA)",2017-01-01,year,https://make-it-initiative.org/africa/activities/make-it-accelerator/,https://www.linkedin.com/company/make-it-in-africa/,2,,
Zinner Global Mobility,https://www.crunchbase.com/organization/zinner-global-mobility-gmbh,Angel Group,2,,"Berlin, Berlin, Germany",Seed,"Zinner Global Mobility is a consultancy that develops a global mindset, fostering international collaboration and seamless global mobility.","European Union (EU), Europe, Middle East, and Africa (EMEA)",2015-01-01,day,https://www.zinner.io,https://www.linkedin.com/company/15245594/admin/,2,1,
BLACK RHINO VENTURES,https://www.crunchbase.com/organization/black-rhino-ventures,"Angel Group, Venture Capital",2,,"Aachen, Nordrhein-Westfalen, Germany","Crowdfunding, Debt, Early Stage Venture, Late Stage Venture, Private Equity, Seed, Venture",Investing. Building. Companies.,"European Union (EU), Europe, Middle East, and Africa (EMEA)",2016-07-13,day,https://blackrhino.ventures,https://www.linkedin.com/company/blackrhinoventures/,2,,
ERAME Equity,https://www.crunchbase.com/organization/erame-equity,Family Investment Office,2,,"Essen, Nordrhein-Westfalen, Germany",,ERAME Equity operates as an investment firm.,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,,1,,
ESA Business Incubation Center Bavaria,https://www.crunchbase.com/organization/esa-business-incubation-center-bavaria,Incubator,2,,"Weßling, Bayern, Germany",Grant,ESA BIC is a partner for start-ups realising their business ideas and transfer technologies from the aerospace sector to the economy.,"European Union (EU), Europe, Middle East, and Africa (EMEA)",2009-01-01,year,http://www.esa-bic.de/,https://www.linkedin.com/company/esa-bic-bavaria/,2,1,
32nd Floor,https://www.crunchbase.com/organization/32nd-floor,"Accelerator, Venture Capital",2,,"Berlin, Berlin, Germany","Early Stage Venture, Venture",32nd Floor helps startups grow and support them through our selective acceleration program.,"European Union (EU), Europe, Middle East, and Africa (EMEA)",2015-01-01,year,https://www.32ndfloor.com/,https://www.linkedin.com/company/32ndfloorthinklab/,2,,
Aheim Capital,https://www.crunchbase.com/organization/aheim-capital,Private Equity Firm,2,,"Munich, Bayern, Germany",Private Equity,Aheim Capital offers individually structured equity investments across different industry sectors with a focus on owner growth businesses.,"European Union (EU), Europe, Middle East, and Africa (EMEA)",2005-01-01,year,http://www.aheim.com/,https://www.linkedin.com/company/1974934/,2,1,
Pro FIT – project financing,https://www.crunchbase.com/organization/pro-fit-project-financing,"Accelerator, Venture Debt",2,,"Berlin, Berlin, Germany","Debt, Grant",Pro FIT – project financing provides grants and loans for technological innovation projects.,"European Union (EU), Europe, Middle East, and Africa (EMEA)",1924-01-01,year,https://www.ibb.de/en/foerderprogramme/pro-fit-projektfinanzierung.html,https://www.linkedin.com/company/investitionsbank-berlin,1,2,
